,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit
4271,Solar Photovoltaic_Installed electricity capacity_DK,Solar Photovoltaic,DNK,Denmark,err,,0.411509428,2015.41826,0.964136671,0.223413938,0.974228311,10.67885412,2000,22,,2.675325625,44.08076456,1.716331913,3653080286,16.60372472,10,,,42440.79181,2.8868125,2.07899612,0,H,,,H,Democracy,10.65586525,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4272,Solar Photovoltaic_Installed electricity capacity_CZ,Solar Photovoltaic,CZE,Czechia,err,,2.755243601,2009.439168,0.99885962,1.985504044,0.999072509,1.594940336,2000,22,6.24598801,1.17906,55.1677024,3.61404544,-5330363388,16.14548517,9.6,,,21593.434,1.5352,0.881128053,0,UM,,,H,Democracy,9.980144566,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4273,Solar Photovoltaic_Installed electricity capacity_CR,Solar Photovoltaic,CRI,Costa Rica,0.270499604,#NAME?,0.221297182,2075.103058,0.988005907,err,0.999072509,19.8576824,2000,22,16.41300232,0.443638125,37.65546878,1.784199491,-1857942569,31.12819279,10,,,11836.17144,0.8670625,0.283025897,2,UM,,,UM,Democracy,9.378915498,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4274,Solar Photovoltaic_Installed electricity capacity_TW,Solar Photovoltaic,TWN,Chinese Taipei,err,,0.452503349,2021.933063,0.999350159,0.062048215,0.998933347,9.711417976,2000,22,,,,,,,9.789473684,6.819843867,7.262806567,35530.64834,,1.183072464,1,H,,,H,Democracy,10.47815094,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4275,Solid Biofuels_Installed electricity capacity_FJ,Solid Biofuels,FJI,Fiji,0.046063166,-2.84E+53,0.08600557,2012.53009,0.900516038,0.042149011,0.901991976,51.09493658,2000,22,7.615429614,,66.62880957,0.969633935,-247299145.3,3.718545883,-0.307692308,,,,0.343221429,-0.535518377,3,LM,,,UM,Not Democracy,,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4276,Solar Photovoltaic_Installed electricity capacity_CN,Solar Photovoltaic,CHN,China,err,,0.55546754,2018.316682,0.996741176,0.227332377,0.99799813,7.911261846,2000,22,5.529473684,1.590947895,22.36640832,10.34658794,-98206981210,30.77460158,-7,7.415245,7.285993767,8946.485016,0.67923125,0.107968195,3,LM,,,UM,Not Democracy,9.099015998,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4277,Solar Photovoltaic_Installed electricity capacity_CA,Solar Photovoltaic,CAN,Canada,0.297665122,#NAME?,0.614497684,2013.867657,0.996386606,0.355900129,0.996372744,7.15128677,2000,22,4.269444433,1.880794,33.079033,2.857834333,2576914315,15.47499063,10,6.9893713,6.993993,40575.05385,2.157533333,1.816256793,0,H,,,H,Democracy,10.61090872,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4278,Solar Photovoltaic_Installed electricity capacity_KH,Solar Photovoltaic,KHM,Cambodia,err,,1.672153681,2019.596448,0.996095939,0.921893754,0.993837436,2.628017511,2000,22,,0.084015,65.28816086,1.164778949,-1410205859,0.901124399,1.368421053,,,2494.818016,-0.387,-0.809557827,3,L,,,LM,Not Democracy,7.821971066,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4279,Solar Photovoltaic_Installed electricity capacity_AT,Solar Photovoltaic,AUT,Austria,0.299310838,#NAME?,0.283915245,2020.802483,0.983709407,0.083348568,0.987675212,15.4780317,2000,22,,2.647379048,47.81699523,4.154144082,6781228489,13.53177237,10,,,39477.49635,2.279375,1.671914957,1,H,,,H,Democracy,10.58348608,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4280,Solar Photovoltaic_Installed electricity capacity_AU,Solar Photovoltaic,AUS,Australia,0.316057411,#NAME?,0.240504209,2027.663932,0.97926415,0.026471537,0.980126653,18.27181811,2000,22,6.665158345,2.015534545,21.12069861,1.440086596,-22436412165,18.45941347,10,7.580553433,7.1604218,44236.91136,2.367875,1.673084238,0,H,,,H,Democracy,10.69731482,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4281,HEPB3 Vaccine_Share of Population_BO,HEPB3 Vaccine,BOL,Bolivia (Plurinational State of),-2.45E-05,0.01317915,-0.563786869,2023.164272,0.45565369,0.453667461,0.121189121,-7.794522004,2000,22,12.68133842,0.2536625,32.3790105,0.709269608,-436811609.6,6.418328153,7.631578947,5.4223514,6.2438316,5174.878768,0.2906,-0.539324728,2,LM,,,LM,Democracy,8.551571191,4.66E-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%
4282,Offshore Wind Energy_Installed electricity capacity_GB,Offshore Wind Energy,GBR,United Kingdom of Great Britain and Northern Ireland,err,,0.274804353,2018.910122,0.992285356,0.083938431,0.994567334,15.99119195,2000,22,3.05184609,1.6184875,29.41276275,3.00584158,-12738773042,22.42952185,9.684210526,,,35440.94189,1.8558125,1.630926758,0,H,,,H,Democracy,10.47562298,0.225774226,Medium Material Use,,,1991,Mass-customized [2],Design-Intensive [2],Firms [1],9000000,Low,25,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4283,Offshore Wind Energy_Installed electricity capacity_SE,Offshore Wind Energy,SWE,Sweden,0.130869363,-1.68E+204,0.627646404,2007.276489,0.954582928,0.496349115,0.954174017,7.001472691,2000,22,4.815004771,3.480496667,37.959297,3.4524196,8340766179,16.803965,10,7.115653,6.7038884,37692.74927,2.34825,1.951819229,0,H,,,H,Democracy,10.53722303,0.225774226,Medium Material Use,,,1991,Mass-customized [2],Design-Intensive [2],Firms [1],9000000,Low,25,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4284,Offshore Wind Energy_Installed electricity capacity_DK,Offshore Wind Energy,DNK,Denmark,0.182483832,-1.03E+296,0.152817895,2018.400172,0.94932507,0.05177041,0.952787066,28.7561162,2000,22,,2.726068947,44.75538316,1.694461774,3812215023,15.76390075,10,,,42929.29313,2.8868125,2.036576333,0,H,,,H,Democracy,10.6673097,0.225774226,Medium Material Use,,,1991,Mass-customized [2],Design-Intensive [2],Firms [1],9000000,Low,25,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4285,Marine Energy_Installed electricity capacity_GB,Marine Energy,GBR,United Kingdom of Great Britain and Northern Ireland,0.147192497,-2.08E+233,0.276430468,2017.910286,0.966910238,0.09452616,0.967316318,15.89712301,2000,22,3.05184609,1.613776842,29.23066884,3.006791405,-11236126054,22.37504342,9.684210526,,,35440.94189,1.8558125,1.639520689,0,H,,,H,Democracy,10.47562298,0.026428294,Low Material Use,,1910,1965,Customized [3],Design-Intensive [2],Firms [1],6000000,Low,15,Years,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4286,Marine Energy_Installed electricity capacity_RU,Marine Energy,RUS,Russian Federation,0.068900904,-1.49E+94,4.722257181,2006.241606,0.881195797,17.1811972,0.880980558,0.930582344,2000,22,14.79523786,1.150222857,23.03414843,3.994939257,-686041428.6,,6,,,13836.74431,0.610771429,-0.502495615,3,LM,,,UM,Democracy,9.535082964,0.026428294,Low Material Use,,1910,1965,Customized [3],Design-Intensive [2],Firms [1],6000000,Low,15,Years,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4287,Marine Energy_Installed electricity capacity_FR,Marine Energy,FRA,France,-5.29E-05,0.004558909,1.641717105,1997.535883,0.104976015,1.637684744,0.104942562,2.676739581,2000,22,,,,,,,,,,,,,,,,,H,,,0.026428294,Low Material Use,,1910,1965,Customized [3],Design-Intensive [2],Firms [1],6000000,Low,15,Years,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4288,Marine Energy_Installed electricity capacity_CN,Marine Energy,CHN,China,err,,err,err,,err,0.104942562,err,2000,22,,,,,,,,,,,,,,,,,,,,0.026428294,Low Material Use,,1910,1965,Customized [3],Design-Intensive [2],Firms [1],6000000,Low,15,Years,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4289,Marine Energy_Installed electricity capacity_CA,Marine Energy,CAN,Canada,0,1,err,err,,err,0.104942562,err,2000,22,,,,,,,,,,,,,,,,,,,,0.026428294,Low Material Use,,1910,1965,Customized [3],Design-Intensive [2],Firms [1],6000000,Low,15,Years,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4290,Solar Photovoltaic_Installed electricity capacity_SA,Solar Photovoltaic,SAU,Saudi Arabia,0.334017261,#NAME?,1.536827369,2028.202593,0.951917749,err,0.104942562,2.859429265,2000,22,,0.363666667,28.50089078,3.83490785,-5695139649,0.748135487,-10,,,39854.05831,0.351809125,-0.010627062,5,H,,,H,Not Democracy,10.59297952,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4291,Solar Photovoltaic_Installed electricity capacity_SI,Solar Photovoltaic,SVN,Slovenia,0.281179153,#NAME?,0.55595508,2013.118857,0.953966385,0.325928694,0.965290807,7.904324138,2000,22,,1.735651429,61.136178,5.718881479,-154653895.4,6.387124529,10,6.4570928,6.6778477,24943.15141,1.589428571,0.947217745,0,H,,,H,Democracy,10.12435457,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4292,Solar Photovoltaic_Installed electricity capacity_ES,Solar Photovoltaic,ESP,Spain,err,,0.151180179,2094.044486,0.875818585,err,0.965290807,29.06762765,2000,22,,1.192040952,30.35855991,3.634290478,12251241922,6.959437993,10,6.52973055,6.759508,30681.59015,1.8993125,1.156045351,0,H,,,H,Democracy,10.33141808,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4293,Solar Photovoltaic_Installed electricity capacity_LK,Solar Photovoltaic,LKA,Sri Lanka,err,,0.744142698,2018.741966,0.999053,0.318354991,0.998856169,5.905385037,2000,22,11.97398674,0.131401818,36.2825186,1.797543632,-598384355.2,1.084067964,4.947368421,,,8295.5561,0.03376,-0.155149208,2,LM,,,LM,Not Democracy,9.023475241,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4294,Solid Biofuels_Installed electricity capacity_ET,Solid Biofuels,ETH,Ethiopia,0.130994779,-2.23E+204,0.51284598,2016.0869,0.975423797,0.276631628,0.970072429,8.568750324,2000,22,8.213092556,0.2990425,29.77394133,1.211976932,-1043850772,5.122209733,-1.823529412,6.6253333,7.976,1068.8061,-0.027802125,-0.69376537,3,L,,,L,Not Democracy,6.97429751,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
