,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
5611,Primary Bauxite Production_Annual production_ME,Primary Bauxite Production,MNE,Montenegro,-0.24413606414846883,1.1102230246251563e-16,4.0342864743966835,1968.082617378001,-2.220446049250313e-16,3.817805450571058,0.0,1.0892754350890803,2003,10,,,,,,,,,,,,,,,,,err,,,26.50410814,High Material Use,,1860,1888,Customized [3],Complex [3],Firms [1],57500000,Low,72.0,Decades,No,No,No,Materials,Fixed Constructions,Annual production,metric tons,2003,Late
4822,HEPB3 Vaccine_Share of Population_VC,HEPB3 Vaccine,VCT,Saint Vincent and the Grenadines,0.0633735425946165,-3.816096676286688e+86,21.48168464256054,2003.035915847289,0.99464257425127,18.920128985554822,0.9946425739905976,0.2045672500920131,2003,19,11.832384,,,0.5329218,-55164448.1481481,,,,,,,,0.0,UM,,,UM,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4818,HEPBB Vaccine_Share of Population_KP,HEPBB Vaccine,PRK,Democratic People's Republic of Korea,0.07016196338620313,-2.612047193252315e+94,18.91129343521222,2003.0482837197226,0.9903149090319334,18.890858533383557,0.9903149093696412,0.23237168677686088,2003,19,,,,,,,-10.0,,,1729.6221,0.005813,-1.8401366,3.0,L,,,L,Not Democracy,7.455658224324126,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4837,HIB3 Vaccine_Share of Population_LB,HIB3 Vaccine,LBN,Lebanon,err,,0.4520289951543371,1998.3904086246462,0.2027293329724739,0.4410014570637662,0.2018457461011414,9.721609015749166,2003,19,,,,,,,,,,,,,,,,,UM,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4800,HEPB3 Vaccine_Share of Population_PY,HEPB3 Vaccine,PRY,Paraguay,-157331.7886272991,0.0,-0.9025868541603823,2022.351322666644,0.8192854024394856,0.9633526071867928,-2.220446049250313e-16,-4.868727186105883,2003,19,24.972906210526315,0.0868323076923076,35.1286702,0.9151347035,-277314195.3140911,8.084960400000002,8.375,,,7318.70645625,0.0236846153846153,-0.8335808178947368,2.0,LM,,,UM,Democracy,8.898188877712615,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4839,YFV Vaccine_Share of Population_GA,YFV Vaccine,GAB,Gabon,0.08060182649708317,-8.030607257358723e+115,1.080027780805281,2004.2581121140754,0.8932937134190512,0.8051684058861549,0.8822788094470673,4.068829740097878,2003,19,,,27.5507775,1.011324225,-261576562.554452,,-4.0,,,11844.16975,-0.073,-0.637351455,3.0,UM,,,UM,Not Democracy,9.37959102127008,4.16e-05,Low Material Use,,,1937,Standardized [1],Simple [1],Individuals [2],16.7,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4809,HEPB3 Vaccine_Share of Population_LK,HEPB3 Vaccine,LKA,Sri Lanka,0.061034015706826386,-6.858083533756487e+81,1.6602554413854194,2003.5284759032147,0.9751738062612152,1.247880621580415,0.9648263860488164,2.6468512285106205,2003,19,9.90625,0.1821,42.417392500000005,2.74557,-214210000.0,,5.0,,,6077.768050000001,-0.125835,-0.353407535,2.0,LM,,,LM,Not Democracy,8.712392810524126,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4827,HEPB3 Vaccine_Share of Population_VN,HEPB3 Vaccine,VNM,Viet Nam,0.00020077323037710407,0.0029939464153015,14.48253240738061,2002.8608153809303,0.0485388979585601,13.662546854549793,0.0485388627151014,0.3034309905933947,2003,19,9.48,,67.65469,2.5565293,-1450000000.0,,-7.0,,,3242.2855,0.3468,-0.41578615,3.0,L,,,L,Not Democracy,8.08403376134243,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4810,MCV2 Vaccine_Share of Population_ID,MCV2 Vaccine,IDN,Indonesia,0.04819447538777147,-1.1228726798012494e+47,0.9427774875180025,2004.4361988855505,0.447174704247106,0.6973372624838328,0.4268483550424173,4.661173196065022,2003,19,15.529583249999998,,25.34172,3.3747323500000004,1054420528.8931204,,7.0,,,6059.8939,0.38115,-0.543634975,2.0,LM,,,LM,Democracy,8.709447570659265,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4812,Solar Thermal Energy_Installed electricity capacity_AU,Solar Thermal Energy,AUS,Australia,0.08941321781827204,-1.7753038952774353e+131,21.49455702943752,2006.0806966393145,0.8050233223166827,24.60718030193409,0.8050233225474119,0.20444474145962127,2003,19,7.133333250000001,2.015315,20.9204855,1.174948375,-9400277556.389185,,10.0,7.1189303,6.729768,41241.703075,2.41675,1.802545475,0.0,H,,,H,Democracy,10.627205233956197,0.0,Medium Material Use,,,1984,Mass-customized [2],Design-Intensive [2],Firms [1],156300000,Low,25.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4830,HEPBB Vaccine_Share of Population_PE,HEPBB Vaccine,PER,Peru,err,,-1.6279909317353496,2039.576627821745,-4.9960036108132044e-14,0.31083927187032173,0.7149764436074378,-2.6993081282020386,2003,19,18.415093725,0.1170958333333333,23.507814700000004,1.1115450731578946,-5691003118.727643,4.702536992307692,9.0,5.4799815999999995,6.183676233333333,9589.42286875,0.7045384615384614,-0.3704977436842105,2.0,UM,,,UM,Democracy,9.168415985539973,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4832,HEPB3 Vaccine_Share of Population_BD,HEPB3 Vaccine,BGD,Bangladesh,0.16530719890455342,-8.384448099278542e+265,2.013732972076383,2005.0488405002382,0.9972306844207116,1.362787001765043,0.9928880222225118,2.1822402550926463,2003,19,11.018889,,17.314184666666666,2.317569766666667,-507242016.05048937,,6.0,,,1816.3207666666667,-0.2861333333333333,-0.8987569000000001,0.0,L,,,L,Democracy,7.504568177190375,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4103,Onshore Wind Energy_Installed electricity capacity_SK,Onshore Wind Energy,SVK,Slovakia,err,,1.7550840183694791,2002.3284241261645,0.0545796449613853,1.702963505762528,0.053757773168984,2.5038397641812056,2003,20,,,,,,,,,,,,,,,,,UM,,,0.203025422,Medium Material Use,,,1887,Mass-customized [2],Design-Intensive [2],Firms [1],4828242.2,Low,25.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4836,HEPB3 Vaccine_Share of Population_KM,HEPB3 Vaccine,COM,Comoros,0.0616914855215677,-3.3931366244099286e+83,0.569255169100201,2003.008878623933,0.7522101307385444,0.5537598911777011,0.7703151246225702,7.719647344825291,2003,19,11.833333,,26.92083,0.6402566,-793243.734562134,,4.0,,,1240.0513,-0.8392,-1.2246743,4.0,L,,,L,Not Democracy,7.12290802871107,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
3796,Onshore Wind Energy_Installed electricity capacity_CK,Onshore Wind Energy,COK,Cook Islands,0.0,1.0,err,err,,err,0.1087462428176144,err,2003,20,,,,,,,,,,,,,,,,,,,,0.203025422,Medium Material Use,,,1887,Mass-customized [2],Design-Intensive [2],Firms [1],4828242.2,Low,25.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
5585,Salt Production_Annual production_ME,Salt Production,MNE,Montenegro,-0.06734842261892396,0.0,-0.036613339550572624,1771.3671410762033,0.073251210350378,-0.001573795704976309,0.0727262117261403,-120.0231721174342,2003,10,,,,,,,,,,,,,,,,,err,,,19.20122888,High Material Use,,,n/d,Customized [3],Design-Intensive [2],Firms [1],Expensive,Low,,Decades,No,No,No,Materials,Fixed Constructions,Annual production,metric tons,2003,Late
5482,YFV Vaccine_Share of Population_ST,YFV Vaccine,STP,Sao Tome and Principe,0.09844989886062842,-1.9301197059158075e+136,0.882549112156688,2003.6927248130578,0.9895806782583442,0.6818457248620851,0.9838511891575488,4.97926868220819,2003,11,29.68,,,0.341298735,-3450500.0,,,,,2385.97155,,-0.581748455,1.0,L,,,L,,7.777361678865064,4.16e-05,Low Material Use,,,1937,Standardized [1],Simple [1],Individuals [2],16.7,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
169,Natural Gas Pipelines_Cumulative Number of Units_VN,Natural Gas Pipelines,VNM,Vietnam,0.05136676677927248,-5.576337641173753e+63,0.22851493442972015,2005.4244107832606,0.870604196474888,0.16992207903978315,0.8768156770768281,19.230468090145564,2003,21,10.075833333333334,,69.31849666666666,2.8809642,-1649666666.6666667,,-7.0,,,3439.2021,0.3671,-0.3808599233333333,3.0,L,,,L,Not Democracy,8.142994775789003,0.049512657,Low Material Use,,,1872,Customized [3],Simple [1],Firms [1],1.59E+11,Low,50.0,Decades,No,Yes,,Infrastructure,Mechanical Engineering; Lighting; Heating; Weapons; Blasting,Cumulative Number of Units,km,2003,Late
4814,Biogas_Installed electricity capacity_TH,Biogas,THA,Thailand,err,,0.459633137272282,2013.4767232863705,0.997223546390304,0.2567753145063309,0.9982344028919876,9.560775319098049,2003,19,5.184005310000001,0.2641088888888889,63.62955190909091,4.355210545454545,-4002182319.029421,25.082639714285712,4.909090909090909,6.3186938,6.74119135,12696.07179090909,0.660490909090909,0.2324262509090909,0.0,LM,,,UM,Not Democracy,9.449047916798724,,Medium Material Use,,1897,1930,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4803,HEPB3 Vaccine_Share of Population_PE,HEPB3 Vaccine,PER,Peru,err,,15.084985110639067,2002.9339548253367,0.4908625573609407,16.14781876661936,0.490862592272114,0.2913127936449299,2003,19,21.015665,0.10813,18.609943,0.7394003,-1275007073.0402,,9.0,,,6472.3409,0.4941,-0.58689827,2.0,LM,,,LM,Democracy,8.775293130404304,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4833,HIB3 Vaccine_Share of Population_JM,HIB3 Vaccine,JAM,Jamaica,0.05184934973435238,-8.487958200560933e+53,19.895447303897623,2003.026340381295,0.9468599025316662,23.311890623440295,0.946859902840432,0.22087712266773432,2003,19,18.886667,,51.537163,0.496246,-604400000.0,,9.0,,,6908.6668,0.2573,-0.016057532,0.0,LM,,,LM,Democracy,8.840531960375484,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4802,Liquid Biofuels_Installed electricity capacity_US,Liquid Biofuels,USA,United States of America,0.06982423871436584,-2.615322725714018e+94,0.5904963428745048,2006.0312505626569,0.6370537351680938,0.412087845010984,0.6109749285676755,7.441958291020897,2003,19,5.652291624999999,2.5353975,15.10033875,2.1629266,33515000000.0,,10.0,6.8855085,6.721377,48948.833450000006,1.8925,1.5977869999999998,2.0,H,,,H,Democracy,10.798530816214008,0.82387495,Medium Material Use,,1979,1989,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,,Decades,No,Yes,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
5613,Salt Production_Annual production_KZ,Salt Production,KAZ,Kazakhstan,0.05920892033689247,-5.188058030748585e+66,0.03203879747242037,2244.6498783209963,0.0690818495740187,err,0.9486029332929408,137.16024012621784,2003,10,,0.1802231578947368,31.93441426315789,2.24361129,-6594766463.491152,32.25448166666666,-6.0,7.95218175,7.72316,20134.86088125,0.7920076923076922,-0.3414121678421052,3.0,UM,,,UM,Not Democracy,9.91020796396196,19.20122888,High Material Use,,,n/d,Customized [3],Design-Intensive [2],Firms [1],Expensive,Low,,Decades,No,No,No,Materials,Fixed Constructions,Annual production,metric tons,2003,Late
4808,MCV2 Vaccine_Share of Population_IS,MCV2 Vaccine,ISL,Iceland,-0.1232890824474997,0.0,0.4375579890872608,1942.780225785777,-7.041034422172744e-13,2.5702227822440125,0.0,10.043124029889597,2003,19,,,,,,,,,,,,,,,,,err,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
5674,Primary Aluminum Production_Annual production_ME,Primary Aluminum Production,MNE,Montenegro,-0.042238588902652724,0.0,-0.20531022026210052,2012.856837956057,0.5775700435832063,-0.13993259558023036,0.573530142355617,-21.403947397564785,2003,10,9.9485185,0.8293099999999999,67.61907772727274,3.098829125,-776638419.74249,11.646503666666668,9.0,,,12338.883236363636,0.70525,0.0737710873333333,3.0,UM,,,UM,Democracy,9.420510793879744,0.523899861,Medium Material Use,,,1888,Mass-customized [2],Complex [3],Firms [1],478200000,Low,,Decades,No,No,Yes,Materials,Fixed Constructions,Annual production,metric tons,2003,Late
4853,HEPB3 Vaccine_Share of Population_KP,HEPB3 Vaccine,PRK,Democratic People's Republic of Korea,0.0232075092418336,0.0050770830348447,19.067195536832592,2003.0459403877164,0.5864154928898777,23.081866586423665,0.5864154950049183,0.230471709706001,2003,19,,,,,,,-10.0,,,1729.6221,0.005813,-1.8401366,3.0,L,,,L,Not Democracy,7.455658224324126,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4852,HIB3 Vaccine_Share of Population_PY,HIB3 Vaccine,PRY,Paraguay,-162128.48915151332,0.0,13.781890940658426,2002.7400083037817,0.0093912837515115,0.9969462545100477,1.1434986291192216e-10,0.3188567645465997,2003,19,57.771652,0.06135,33.982708,1.1411268,-24900000.0,,8.0,,,5726.99,-0.1452,-1.0055517,2.0,LM,,,LM,Democracy,8.652945366277438,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4826,Offshore Wind Energy_Installed electricity capacity_JP,Offshore Wind Energy,JPN,Japan,0.22178142735019707,-inf,0.4707371987476763,2011.8743717929174,0.9808570190593762,0.272461892932319,0.97572963681492,9.33524940532253,2003,19,1.6953250199999998,3.159777,13.696006300000002,7.002899479999999,67434836473.851585,19.140119,10.0,5.108677500000001,6.0678725,34867.37276,1.8283,1.41079069,0.0,H,,,H,Democracy,10.459306792982629,0.225774226,Medium Material Use,,,1991,Mass-customized [2],Design-Intensive [2],Firms [1],9000000,Low,25.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4862,HEPB3 Vaccine_Share of Population_CA,HEPB3 Vaccine,CAN,Canada,0.09954219232836733,-2.519930904881184e+149,0.4089726342509182,2008.7911644506698,0.911819516335192,0.2312941969733372,0.9102076209466126,10.745093403917826,2003,19,4.592261828571428,1.936605714285714,32.290272285714295,2.9039043,3944611093.099491,15.938887,10.0,6.9893713,6.993993,40542.803842857145,2.1735714285714285,1.8393771857142855,0.0,H,,,H,Democracy,10.610113579993692,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4863,MCV2 Vaccine_Share of Population_TO,MCV2 Vaccine,TON,Tonga,err,,0.0005639502826375773,6422.569521390365,0.0242845127112854,0.00013904012615612374,0.0242691713649669,7792.263413930288,2003,19,8.319139181818182,,60.68459421052631,0.4914487366666666,-6160887.461632932,2.3585201814285712,,,,,,-0.2268096805222222,5.0,LM,,,UM,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4864,HEPB3 Vaccine_Share of Population_NP,HEPB3 Vaccine,NPL,Nepal,0.21209512904008304,-inf,1.136066042761012,2005.0229608448415,0.980168282831106,0.7674817129732119,0.9819700097451952,3.868128250706702,2003,19,,,29.163957666666665,3.9314167,-5604174.643236377,,-6.0,,,1795.4087,-0.3533,-0.8714814,5.0,L,,,L,Not Democracy,7.492987963027679,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4866,RCV1 Vaccine_Share of Population_AZ,RCV1 Vaccine,AZE,Azerbaijan,0.01821704458543607,0.6017843634838158,0.24182898559952334,2000.9922312086558,0.8322934027975804,0.20597838031710486,0.822996822337278,18.171722234942465,2003,19,,,,,,,,,,,,,,,,,L,,,2.78e-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4867,HEPB3 Vaccine_Share of Population_ML,HEPB3 Vaccine,MLI,Mali,err,,1.0539967747376686,1979.121002601305,-1.557309836641707e-11,3.1208181804502724,-2.886579864025407e-15,4.169319356566516,2003,19,,,,,,,,,,,,,,,,,err,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
5168,HIB3 Vaccine_Share of Population_TN,HIB3 Vaccine,TUN,Tunisia,err,,0.007541454956468679,2886.103103121717,0.0705587286886513,4.794228975890532,-7.62745130851302,582.7057484316209,2003,14,,0.667454705882353,51.6827442,3.598144094736842,-1129407031.6828575,7.136726923076923,0.2307692307692307,5.6150505,7.38276485,10290.14019375,0.6360076923076924,0.1381131953894736,4.0,LM,,,LM,Not Democracy,9.238941453006422,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
